DIRECTORIO,SECUENCIA_P,ORDEN,P6040,CLASE,DPTO,INGLABO
7793994,1,1,66,1,18,NA
7793994,1,2,71,1,18,NA
7793994,1,3,45,1,18,NA
7793997,1,1,71,1,18,NA
7793997,1,2,25,1,18,NA
7793998,1,1,53,1,18,NA
7793999,1,1,29,1,18,400000
7793999,1,2,7,1,18,NA
7793999,1,3,5,1,18,NA
7794000,1,1,31,1,18,NA
7794000,1,2,10,1,18,NA
7794000,1,3,7,1,18,NA
7794001,1,1,31,1,18,NA
7794001,1,2,26,1,18,1400000
7794001,1,3,6,1,18,NA
7794002,1,1,71,1,18,NA
7794003,1,1,34,1,18,1750000
7794003,1,2,29,1,18,NA
7794003,1,3,9,1,18,NA
7794004,1,1,57,1,18,NA
7794004,1,2,71,1,18,NA
7794004,1,3,30,1,18,1462000
7794004,1,4,12,1,18,NA
7794004,1,5,8,1,18,NA
7794005,1,1,53,1,18,2000000
7794005,1,2,53,1,18,NA
7794005,1,3,13,1,18,NA
7794006,1,1,53,1,18,1500000
7794006,1,2,30,1,18,1100000
7794007,1,1,74,1,18,NA
7794008,1,1,58,1,18,2240000
7794008,1,2,54,1,18,NA
7794008,1,3,23,1,18,1462000
7794008,1,4,23,1,18,1462000
7794009,1,1,78,1,18,NA
7794010,1,1,69,1,18,NA
7794010,1,2,69,1,18,NA
7794011,1,1,59,1,18,NA
7794011,1,2,21,1,18,NA
7794012,1,1,28,1,18,7500000
7794012,1,2,26,1,18,7200000
7794013,1,1,30,1,18,6200000
7794013,1,2,26,1,18,5000000
7794014,1,1,34,1,19,NA
7794014,1,2,36,1,19,NA
7794014,1,3,8,1,19,NA
7794014,1,4,5,1,19,NA
7794015,1,1,45,1,19,800000
7794015,1,2,42,1,19,NA
7794016,1,1,64,1,19,190000
7794017,1,1,36,1,19,690000
7794017,1,2,14,1,19,NA
7794018,1,1,57,1,19,NA
7794018,1,2,63,1,19,1000000
7794018,2,1,54,1,19,700000
7794018,2,2,16,1,19,NA
7794018,2,3,14,1,19,NA
7794018,2,4,12,1,19,NA
7794019,1,1,65,1,19,NA
7794019,1,2,71,1,19,0
7794020,1,1,64,1,19,70000
7794020,1,2,28,1,19,960000
7794020,1,3,16,1,19,500000
7794020,2,1,33,1,19,700000
7794021,1,1,25,1,19,1350000
7794021,1,2,27,1,19,1500000
7794022,1,1,60,1,19,1000000
7794022,1,2,53,1,19,NA
7794023,1,1,23,1,19,700000
7794023,1,2,25,1,19,NA
7794023,1,3,3,1,19,NA
7794024,1,1,33,1,19,120000
7794024,1,2,38,1,19,100000
7794024,1,3,18,1,19,NA
7794024,1,4,2,1,19,NA
7794025,1,1,30,1,19,3000000
7794025,1,2,29,1,19,NA
7794025,1,3,9,1,19,NA
7794026,1,1,67,1,19,280000
7794026,1,2,14,1,19,NA
7794027,1,1,57,1,19,NA
7794027,1,2,43,1,19,350000
7794027,1,3,16,1,19,NA
7794027,1,4,14,1,19,NA
7794028,1,1,67,1,19,350000
7794028,1,2,72,1,19,350000
7794029,1,1,38,1,19,1000000
7794029,1,2,14,1,19,NA
7794029,1,3,8,1,19,NA
7794029,1,4,4,1,19,NA
7794030,1,1,69,1,19,NA
7794030,1,2,51,1,19,NA
7794030,1,3,15,1,19,NA
7794030,1,4,13,1,19,NA
7794031,1,1,40,1,19,3500000
7794031,1,2,26,1,19,0
7794031,1,3,7,1,19,NA
7794032,1,1,52,1,19,NA
7794032,1,2,31,1,19,1300000
7794032,1,3,10,1,19,NA
7794033,1,1,81,1,19,NA
7794034,1,1,77,1,19,60000
7794034,1,2,33,1,19,500000
7794034,1,3,18,1,19,NA
7794034,1,4,2,1,19,NA
7794034,1,5,22,1,19,760000
7794035,1,1,53,1,19,750000
7794036,1,1,65,1,19,1050000
7794037,1,1,72,1,19,NA
7794037,1,2,42,1,19,3000000
7794038,1,1,66,1,19,200000
7794039,1,1,58,1,19,NA
7794039,1,2,56,1,19,200000
7794040,1,1,30,1,19,NA
7794040,1,2,9,1,19,NA
7794041,1,1,22,1,19,700000
7794041,1,2,20,1,19,NA
7794041,1,3,15,1,19,NA
7794042,1,1,57,1,19,NA
7794042,1,2,31,1,19,1462000
7794042,1,3,6,1,19,NA
7794042,1,4,15,1,19,NA
7794042,1,5,9,1,19,NA
7794043,1,1,43,1,19,1400000
7794043,1,2,21,1,19,NA
7794043,1,3,11,1,19,NA
7794044,1,1,65,1,19,350000
7794044,1,2,70,1,19,NA
7794044,1,3,29,1,19,300000
7794045,1,1,34,1,19,NA
7794045,1,2,17,1,19,NA
7794045,1,3,14,1,19,NA
7794046,1,1,36,1,19,3600000
7794046,1,2,27,1,19,NA
7794046,1,3,10,1,19,NA
7794046,1,4,2,1,19,NA
7794047,1,1,40,1,19,NA
7794047,1,2,32,1,19,NA
7794047,1,3,19,1,19,1000000
7794047,1,4,18,1,19,NA
7794047,1,5,18,1,19,NA
7794047,1,6,16,1,19,NA
7794047,1,7,11,1,19,NA
7794047,1,8,8,1,19,NA
7794048,1,1,23,1,19,1000000
7794048,1,2,21,1,19,1700000
7794048,1,3,1,1,19,NA
7794049,1,1,32,1,19,1500000
7794049,1,2,12,1,19,NA
7794049,1,3,20,1,19,NA
7794050,1,1,38,1,19,NA
7794050,1,2,37,1,19,1000000
7794051,1,1,43,1,19,NA
7794051,1,2,22,1,19,NA
7794052,1,1,47,1,19,1462000
7794052,1,2,48,1,19,800000
7794052,1,3,17,1,19,NA
7794053,1,1,64,1,19,320000
7794053,1,2,60,1,19,NA
7794054,1,1,40,1,19,NA
7794054,1,2,38,1,19,2300000
7794054,1,3,11,1,19,NA
7794055,1,1,46,1,19,250000
7794055,1,2,78,1,19,NA
7794056,1,1,53,1,19,3000000
7794057,1,1,50,1,19,1600000
7794057,1,2,41,1,19,NA
7794057,1,3,12,1,19,NA
7794058,1,1,72,1,19,NA
7794058,1,2,72,1,19,NA
7794059,1,1,24,1,19,1500000
7794060,1,1,26,1,19,1030000
7794060,1,2,8,1,19,NA
7794061,1,1,18,1,19,750000
7794062,1,1,36,1,19,250000
7794062,1,2,6,1,19,NA
7794062,1,3,66,1,19,NA
7794063,1,1,87,1,19,NA
7794063,1,2,64,1,19,NA
7794063,1,3,26,1,19,4500000
7794063,1,4,3,1,19,NA
7794063,1,5,53,1,19,1200000
7794064,1,1,44,1,19,344000
7794064,1,2,21,1,19,1440000
7794064,1,3,74,1,19,NA
7794065,1,1,27,1,19,1300000
7794065,1,2,22,1,19,650000
7794066,1,1,42,1,19,300000
7794066,1,2,79,1,19,NA
7794067,1,1,73,1,19,NA
7794067,1,2,48,1,19,1300000
7794068,1,1,48,1,19,1300000
7794068,1,2,25,1,19,640000
7794069,1,1,43,1,19,600000
7794069,1,2,41,1,19,3500000
7794069,1,3,13,1,19,NA
7794070,1,1,59,1,19,NA
7794070,1,2,40,1,19,1300000
7794070,1,3,37,1,19,1300000
7794071,1,1,71,1,19,NA
7794071,1,2,79,1,19,NA
7794071,1,3,49,1,19,NA
7794071,1,4,40,1,19,NA
7794072,1,1,64,1,19,NA
7794072,1,2,91,1,19,NA
7794073,1,1,56,1,19,300000
7794073,1,2,42,1,19,NA
7794074,1,1,43,1,19,0
7794074,1,2,22,1,19,NA
7794075,1,1,22,1,19,1300000
7794075,1,2,42,1,19,1300000
7794075,1,3,2,1,19,NA
7794076,1,1,81,1,19,NA
7794076,1,2,79,1,19,NA
7794077,1,1,38,1,19,NA
7794077,1,2,11,1,19,NA
7794077,1,3,8,1,19,NA
7794078,1,1,60,1,19,400000
7794079,1,1,40,1,19,NA
7794079,1,2,11,1,19,NA
7794079,1,3,7,1,19,NA
7794079,1,4,6,1,19,NA
7794080,1,1,61,1,20,3500000
7794080,1,2,52,1,20,NA
7794080,1,3,24,1,20,NA
7794080,1,4,17,1,20,NA
7794080,1,5,15,1,20,NA
7794080,1,6,14,1,20,NA
7794081,1,1,32,1,20,NA
7794082,1,1,57,1,20,NA
7794083,1,1,44,1,20,1000000
7794083,1,2,42,1,20,NA
7794083,1,3,17,1,20,300000
7794083,1,4,18,1,20,800000
7794083,1,5,1,1,20,NA
7794084,1,1,90,1,20,NA
7794084,1,2,61,1,20,NA
7794084,1,3,58,1,20,400000
7794084,1,4,16,1,20,NA
7794085,1,1,38,1,20,300000
7794085,1,2,16,1,20,NA
7794085,1,3,34,1,20,NA
7794086,1,1,21,1,20,NA
7794086,1,2,26,1,20,840000
7794086,1,3,0,1,20,NA
7794087,1,1,61,1,20,250000
7794087,1,2,57,1,20,650000
7794087,1,3,20,1,20,NA
7794088,1,1,90,1,20,NA
7794088,1,2,66,1,20,NA
7794088,1,3,64,1,20,NA
7794089,1,1,74,1,20,NA
7794090,1,1,61,1,20,3000000
7794090,1,2,9,1,20,NA
7794091,1,1,27,1,20,1160000
7794091,1,2,25,1,20,NA
7794091,1,3,5,1,20,NA
7794092,1,1,60,1,20,200000
7794092,1,2,27,1,20,350000
7794092,1,3,29,1,20,650000
7794092,1,4,8,1,20,NA
7794093,1,1,62,1,20,NA
7794093,1,2,60,1,20,NA
7794093,1,3,27,1,20,2000000
7794094,1,1,80,1,20,200000
7794095,1,1,41,1,20,600000
7794095,1,2,38,1,20,NA
7794095,1,3,15,1,20,NA
7794095,1,4,14,1,20,NA
7794096,1,1,43,1,20,16900000
7794096,1,2,10,1,20,NA
7794097,1,1,56,1,23,NA
7794097,1,2,66,1,23,NA
7794098,1,1,48,1,23,3000000
7794098,1,2,8,1,23,NA
7794098,1,3,7,1,23,NA
7794098,1,4,81,1,23,NA
7794099,1,1,50,1,23,3800000
7794100,1,1,37,1,23,1300000
7794100,1,2,29,1,23,1300000
7794100,1,3,9,1,23,NA
7794101,1,1,36,1,23,2700000
7794101,1,2,32,1,23,1300000
7794101,1,3,11,1,23,NA
7794101,1,4,1,1,23,NA
7794102,1,1,45,1,23,1300000
7794102,1,2,46,1,23,70000
7794102,1,3,15,1,23,NA
7794102,1,4,7,1,23,NA
7794102,1,5,79,1,23,NA
7794103,1,1,52,1,23,2300000
7794103,1,2,43,1,23,3300000
7794103,1,3,2,1,23,NA
7794105,1,1,43,1,23,NA
7794105,1,2,42,1,23,9500000
7794105,1,3,9,1,23,NA
7794106,1,1,28,1,23,460000
7794106,1,2,5,1,23,NA
7794107,1,1,31,1,23,900000
7794107,1,2,34,1,23,NA
7794107,1,3,16,1,23,NA
7794108,1,1,39,1,23,700000
7794108,1,2,38,1,23,NA
7794109,1,1,46,1,23,400000
7794109,1,2,18,1,23,NA
7794110,1,1,67,1,23,NA
7794110,1,2,64,1,23,5300000
7794111,1,1,30,1,23,900000
7794111,1,2,13,1,23,NA
7794111,1,3,10,1,23,NA
7794112,1,1,30,1,23,1430000
7794112,1,2,32,1,23,NA
7794112,1,3,10,1,23,NA
7794112,1,4,3,1,23,NA
7794112,1,5,1,1,23,NA
7794113,1,1,24,1,23,NA
7794113,1,2,5,1,23,NA
7794114,1,1,49,1,23,NA
7794114,1,2,27,1,23,180000
7794114,1,3,10,1,23,NA
7794115,1,1,29,1,23,1800000
7794115,1,2,25,1,23,NA
7794116,1,1,57,1,23,NA
7794116,1,2,19,1,23,NA
7794118,1,1,31,1,25,400000
7794118,1,2,10,1,25,NA
7794119,1,1,28,1,27,1300000
7794120,1,1,23,1,27,850000
7794121,1,1,48,1,27,500000
7794121,1,2,18,1,27,NA
7794122,1,1,21,1,27,NA
7794123,1,1,37,1,27,NA
7794123,1,2,45,1,27,NA
7794123,1,3,13,1,27,NA
7794123,1,4,11,1,27,NA
7794123,1,5,0,1,27,NA
7794124,1,1,34,1,27,NA
7794124,1,2,32,1,27,700000
7794124,1,3,10,1,27,NA
7794124,1,4,2,1,27,NA
7794126,1,1,35,1,27,NA
7794126,1,2,40,1,27,600000
7794126,1,3,7,1,27,NA
7794126,1,4,17,1,27,NA
7794127,1,1,40,1,27,2500000
7794127,1,2,11,1,27,NA
7794127,1,3,6,1,27,NA
7794129,1,1,43,1,27,NA
7794131,1,1,43,1,27,NA
7794131,1,2,21,1,27,NA
7794131,1,3,16,1,27,NA
7794132,1,1,44,1,27,NA
7794132,1,2,20,1,27,NA
7794132,1,3,17,1,27,NA
7794132,1,4,15,1,27,NA
7794134,1,1,36,1,27,800000
7794134,1,2,30,1,27,600000
7794134,1,3,10,1,27,NA
7794134,1,4,5,1,27,NA
7794134,1,5,1,1,27,NA
7794135,1,1,32,1,27,NA
7794135,1,2,0,1,27,NA
7794136,1,1,29,1,27,NA
7794136,1,2,12,1,27,NA
7794136,1,3,9,1,27,NA
7794136,1,4,4,1,27,NA
7794137,1,1,50,1,27,3500000
7794137,1,2,52,1,27,NA
7794137,1,3,19,1,27,NA
7794137,1,4,86,1,27,NA
7794138,1,1,33,1,27,NA
7794138,1,2,35,1,27,NA
7794138,1,3,5,1,27,NA
7794139,1,1,29,1,27,500000
7794139,1,2,27,1,27,1300000
7794139,1,3,18,1,27,NA
7794140,1,1,40,1,27,500000
7794140,1,2,10,1,27,NA
7794140,1,3,45,1,27,NA
7794140,1,4,13,1,27,NA
7794140,1,5,38,1,27,400000
7794140,1,6,3,1,27,NA
7794140,1,7,0,1,27,NA
7794142,1,1,42,1,27,NA
7794142,1,2,6,1,27,NA
7794143,1,1,33,1,27,NA
7794143,1,2,7,1,27,NA
7794143,1,3,76,1,27,NA
7794144,1,1,32,1,27,NA
7794144,1,2,4,1,27,NA
7794144,1,3,0,1,27,NA
7794145,1,1,23,1,27,NA
7794145,1,2,37,1,27,800000
7794145,1,3,1,1,27,NA
7794146,1,1,47,1,27,1614000
7794147,1,1,45,1,27,1620000
7794147,1,2,18,1,27,NA
7794147,1,3,6,1,27,NA
7794148,1,1,52,1,27,3000000
7794149,1,1,43,1,27,3000000
7794149,1,2,42,1,27,1300000
7794149,1,3,24,1,27,NA
7794149,1,4,20,1,27,NA
7794150,1,1,58,1,27,3000000
7794150,1,2,42,1,27,NA
7794150,1,3,11,1,27,NA
7794150,1,4,8,1,27,NA
7794151,1,1,53,1,27,2300000
7794151,1,2,28,1,27,3000000
7794151,1,3,26,1,27,NA
7794151,1,4,16,1,27,NA
7794152,1,1,37,1,27,1800000
7794153,1,1,32,1,27,1800000
7794153,1,2,14,1,27,NA
7794153,1,3,11,1,27,NA
7794154,1,1,38,1,27,3000000
7794155,1,1,46,1,27,2300000
7794155,1,2,12,1,27,NA
7794155,1,3,23,1,27,NA
7794157,1,1,56,1,27,1000000
7794157,1,2,25,1,27,NA
7794157,1,3,23,1,27,NA
7794157,1,4,4,1,27,NA
7794158,1,1,51,1,27,NA
7794158,1,2,45,1,27,1500000
7794158,1,3,19,1,27,NA
7794158,1,4,25,1,27,1300000
7794159,1,1,41,1,27,300000
7794159,1,2,54,1,27,NA
7794159,1,3,23,1,27,NA
7794159,1,4,18,1,27,NA
7794159,1,5,5,1,27,NA
7794160,1,1,51,1,27,NA
7794160,1,2,55,1,27,1000000
7794160,1,3,27,1,27,NA
7794161,1,1,43,1,27,NA
7794161,1,2,4,1,27,NA
7794161,1,3,77,1,27,NA
7794162,1,1,58,1,27,NA
7794162,1,2,35,1,27,700000
7794163,1,1,45,1,27,300000
7794163,1,2,17,1,27,NA
7794163,1,3,8,1,27,NA
7794163,1,4,6,1,27,NA
7794165,1,1,48,1,27,NA
7794165,1,2,19,1,27,NA
7794165,1,3,81,1,27,NA
7794166,1,1,54,1,27,NA
7794166,1,2,33,1,27,2000000
7794167,1,1,43,1,27,900000
7794167,1,2,14,1,27,NA
7794167,1,3,10,1,27,NA
7794169,1,1,62,1,27,NA
7794170,1,1,49,1,27,NA
7794170,1,2,51,1,27,1450000
7794170,1,3,20,1,27,NA
7794170,1,4,4,1,27,NA
7794170,1,5,3,1,27,NA
7794170,1,6,18,1,27,NA
7794170,1,7,10,1,27,NA
7794171,1,1,34,1,27,1450000
7794171,1,2,35,1,27,1450000
7794171,1,3,10,1,27,NA
7794171,1,4,7,1,27,NA
7794171,1,5,0,1,27,NA
7794171,1,6,19,1,27,650000
7794172,1,1,36,1,27,NA
7794172,1,2,10,1,27,NA
7794172,1,3,24,1,27,900000
7794173,1,1,39,1,27,NA
7794173,1,2,47,1,27,900000
7794173,1,3,6,1,27,NA
7794174,1,1,70,1,27,NA
7794174,1,2,41,1,27,NA
7794175,1,1,33,1,27,NA
7794175,1,2,39,1,27,1100000
7794176,1,1,30,1,27,NA
7794177,1,1,55,1,27,1200000
7794177,1,2,45,1,27,1300000
7794177,1,3,18,1,27,NA
7794177,1,4,17,1,27,NA
7794177,1,5,15,1,27,NA
7794177,1,6,13,1,27,NA
7794177,1,7,10,1,27,NA
7794178,1,1,67,1,27,NA
7794178,1,2,72,1,27,NA
7794178,1,3,19,1,27,NA
7794178,1,4,16,1,27,NA
7794178,1,5,11,1,27,NA
7794178,1,6,9,1,27,NA
7794178,1,7,8,1,27,NA
7794178,1,8,7,1,27,NA
7794179,1,1,33,1,27,NA
7794179,1,2,7,1,27,NA
7794179,1,3,12,1,27,NA
7794180,1,1,47,1,27,NA
7794181,1,1,39,1,27,NA
7794181,1,2,7,1,27,NA
7794182,1,1,32,1,27,1000000
7794182,1,2,22,1,27,NA
7794183,1,1,42,1,27,1000000
7794184,1,1,45,1,27,NA
7794184,1,2,20,1,27,NA
7794184,1,3,11,1,27,NA
7794185,1,1,39,1,27,1420000
7794186,1,1,62,1,27,NA
7794186,1,2,33,1,27,300000
7794186,1,3,3,1,27,NA
7794187,1,1,59,1,27,1000000
7794187,1,2,26,1,27,2500000
7794187,1,3,15,1,27,NA
7794188,1,1,75,1,27,NA
7794188,1,2,38,1,27,NA
7794189,1,1,33,1,27,240000
7794190,1,1,56,1,27,NA
7794190,1,2,20,1,27,NA
7794191,1,1,67,1,27,NA
7794191,1,2,48,1,27,NA
7794192,1,1,38,1,27,NA
7794192,1,2,18,1,27,NA
7794192,1,3,13,1,27,NA
7794193,1,1,41,1,27,NA
7794193,1,2,17,1,27,NA
7794193,1,3,9,1,27,NA
7794193,1,4,7,1,27,NA
7794194,1,1,51,1,27,NA
7794194,1,2,61,1,27,4900000
7794194,1,3,23,1,27,NA
7794194,1,4,19,1,27,NA
7794194,1,5,13,1,27,NA
7794194,1,6,10,1,27,NA
7794195,1,1,47,1,27,1500000
7794195,1,2,22,1,27,500000
7794195,1,3,19,1,27,NA
7794195,1,4,10,1,27,NA
7794196,1,1,40,1,27,700000
7794196,1,2,5,1,27,NA
7794197,1,1,92,1,27,NA
7794197,1,2,62,1,27,NA
7794198,1,1,48,1,27,1300000
7794200,1,1,32,1,27,NA
7794200,1,2,9,1,27,NA
7794202,1,1,34,1,27,1800000
7794202,1,2,9,1,27,NA
7794203,1,1,39,1,27,2000000
7794203,1,2,3,1,27,NA
7794206,1,1,35,1,41,1500000
7794207,1,1,38,1,41,1000000
7794207,1,2,8,1,41,NA
7794208,1,1,65,1,41,NA
7794209,1,1,34,1,41,1300000
7794209,1,2,35,1,41,NA
7794210,1,1,66,1,41,NA
7794211,1,1,82,1,41,NA
7794212,1,1,19,1,41,NA
7794212,1,2,0,1,41,NA
7794213,1,1,56,1,41,900000
7794213,1,2,24,1,41,250000
7794213,1,3,39,1,41,1300000
7794213,1,4,72,1,41,NA
7794214,1,1,47,1,41,NA
7794214,1,2,16,1,41,NA
7794214,1,3,13,1,41,NA
7794215,1,1,51,1,41,NA
7794215,1,2,52,1,41,1200000
7794216,1,1,29,1,41,1600000
7794216,1,2,30,1,41,1600000
7794216,1,3,8,1,41,NA
7794217,1,1,29,1,41,1600000
7794217,1,2,32,1,41,1600000
7794218,1,1,67,1,41,NA
7794218,1,2,34,1,41,1400000
7794218,1,3,6,1,41,NA
7794218,1,4,5,1,41,NA
7794219,1,1,75,1,41,NA
7794220,1,1,43,1,41,11600000
7794220,1,2,39,1,41,3350000
7794220,1,3,22,1,41,NA
7794220,1,4,5,1,41,NA
7794220,1,5,1,1,41,NA
7794221,1,1,48,1,41,NA
7794221,1,2,51,1,41,500000
7794221,1,3,16,1,41,NA
7794222,1,1,46,1,41,1200000
7794222,1,2,49,1,41,1300000
7794222,1,3,16,1,41,NA
7794223,1,1,54,1,41,1300000
7794223,1,2,25,1,41,1300000
7794223,1,3,11,1,41,NA
7794224,1,1,26,1,41,1400000
7794224,1,2,22,1,41,NA
7794225,1,1,34,1,41,2000000
7794225,1,2,33,1,41,2400000
7794225,1,3,10,1,41,NA
7794226,1,1,56,1,41,700000
7794227,1,1,62,1,41,2800000
7794228,1,1,64,1,41,NA
7794228,1,2,32,1,41,1200000
7794228,1,3,28,1,41,NA
7794229,1,1,39,1,41,3100000
7794229,1,2,34,1,41,2100000
7794230,1,1,44,1,41,1300000
7794230,1,2,23,1,41,NA
7794230,1,3,8,1,41,NA
7794230,1,4,91,1,41,NA
7794230,1,5,72,1,41,NA
7794231,1,1,61,1,41,2500000
7794231,1,2,53,1,41,1600000
7794232,1,1,31,1,41,3000000
7794232,1,2,28,1,41,NA
7794232,1,3,2,1,41,NA
7794233,1,1,41,1,41,NA
7794233,1,2,16,1,41,NA
7794233,1,3,10,1,41,NA
7794234,1,1,81,1,41,NA
7794234,1,2,71,1,41,NA
7794234,1,3,51,1,41,1900000
7794235,1,1,64,1,41,NA
7794236,1,1,60,1,41,NA
7794236,1,2,81,1,41,NA
7794237,1,1,39,1,44,150000
7794237,1,2,38,1,44,NA
7794237,1,3,17,1,44,NA
7794237,1,4,15,1,44,NA
7794237,1,5,12,1,44,NA
7794237,1,6,10,1,44,NA
7794238,1,1,32,1,44,90000
7794238,1,2,33,1,44,NA
7794238,1,3,3,1,44,NA
7794238,1,4,30,1,44,600000
7794239,1,1,62,1,44,NA
7794239,1,2,39,1,44,210000
7794240,1,1,41,1,44,NA
7794240,1,2,50,1,44,720000
7794241,1,1,66,1,44,600000
7794241,1,2,38,1,44,1300000
7794241,1,3,35,1,44,NA
7794242,1,1,32,1,44,NA
7794242,1,2,15,1,44,NA
7794242,1,3,8,1,44,NA
7794243,1,1,73,1,44,1000000
7794243,1,2,66,1,44,NA
7794244,1,1,48,1,44,450000
7794244,1,2,50,1,44,NA
7794244,1,3,21,1,44,300000
7794245,1,1,43,1,44,NA
7794245,1,2,18,1,44,NA
7794245,1,3,16,1,44,NA
7794245,1,4,13,1,44,NA
7794246,1,1,62,1,44,NA
7794247,1,1,43,1,44,3200000
7794247,1,2,42,1,44,NA
7794247,1,3,8,1,44,NA
7794247,1,4,3,1,44,NA
7794248,1,1,20,1,44,150000
7794249,1,1,56,1,44,NA
7794249,1,2,60,1,44,NA
7794249,1,3,29,1,44,1300000
7794250,1,1,52,1,44,1500000
7794250,1,2,47,1,44,NA
7794251,1,1,85,1,44,NA
7794251,1,2,44,1,44,1300000
7794251,1,3,30,1,44,560000
7794251,1,4,13,1,44,NA
7794252,1,1,52,1,44,1000000
7794252,1,2,33,1,44,1100000
7794252,1,3,3,1,44,NA
7794252,1,4,57,1,44,NA
7794253,1,1,42,1,47,1300000
7794253,1,2,42,1,47,NA
7794253,1,3,23,1,47,1300000
7794253,1,4,14,1,47,NA
7794253,1,5,3,1,47,NA
7794254,1,1,61,1,47,500000
7794254,1,2,27,1,47,900000
7794254,1,3,23,1,47,NA
7794254,1,4,5,1,47,NA
7794255,1,1,48,1,47,1800000
7794255,1,2,58,1,47,NA
7794255,1,3,73,1,47,NA
7794256,1,1,42,1,47,1500000
7794256,1,2,34,1,47,1300000
7794256,1,3,20,1,47,NA
7794256,1,4,19,1,47,NA
7794256,1,5,11,1,47,NA
7794256,1,6,55,1,47,NA
7794257,1,1,60,1,47,1000000
7794257,1,2,56,1,47,NA
7794258,1,1,32,1,47,NA
7794258,1,2,28,1,47,1600000
7794258,1,3,3,1,47,NA
7794258,1,4,77,1,47,NA
7794259,1,1,34,1,47,NA
7794259,1,2,40,1,47,1500000
7794259,1,3,10,1,47,NA
7794259,1,4,2,1,47,NA
7794260,1,1,39,1,47,600000
7794260,1,2,40,1,47,500000
7794260,1,3,15,1,47,NA
7794260,1,4,13,1,47,NA
7794260,1,5,2,1,47,NA
7794261,1,1,41,1,47,1800000
7794262,1,1,23,1,47,1200000
7794262,1,2,20,1,47,NA
7794263,1,1,69,1,47,NA
7794263,1,2,65,1,47,NA
7794264,1,1,24,1,47,1000000
7794264,1,2,7,1,47,NA
7794264,1,3,4,1,47,NA
7794265,1,1,54,1,47,NA
7794265,1,2,4,1,47,NA
7794266,1,1,28,1,50,1300000
7794266,1,2,26,1,50,NA
7794268,1,1,27,1,50,1300000
7794268,1,2,35,1,50,3000000
7794268,1,3,5,1,50,NA
7794269,1,1,35,1,50,500000
7794269,1,2,14,1,50,NA
7794269,1,3,12,1,50,NA
7794269,2,1,54,1,50,1200000
7794270,1,1,30,1,50,100000
7794270,1,2,28,1,50,1600000
7794270,1,3,3,1,50,NA
7794271,1,1,40,1,50,700000
7794271,1,2,23,1,50,1000000
7794271,1,3,16,1,50,NA
7794272,1,1,64,1,50,NA
7794272,1,2,35,1,50,1500000
7794272,1,3,55,1,50,1200000
7794273,1,1,42,1,50,NA
7794273,1,2,44,1,50,NA
7794273,1,3,24,1,50,NA
7794273,1,4,19,1,50,NA
7794273,1,5,6,1,50,NA
7794274,1,1,51,1,50,700000
7794274,1,2,56,1,50,0
7794275,1,1,41,1,50,5000000
7794275,1,2,37,1,50,1500000
7794275,1,3,2,1,50,NA
7794276,1,1,69,1,50,300000
7794277,1,1,53,1,50,NA
7794277,1,2,29,1,50,2500000
7794278,1,1,47,1,50,3000000
7794278,1,2,48,1,50,NA
7794278,1,3,27,1,50,1358000
7794278,1,4,22,1,50,NA
7794278,1,5,16,1,50,NA
7794278,1,6,6,1,50,NA
7794279,1,1,59,1,50,400000
7794279,1,2,23,1,50,NA
7794280,1,1,34,1,50,1300000
7794280,1,2,17,1,50,NA
7794280,1,3,13,1,50,NA
7794280,1,4,64,1,50,NA
7794281,1,1,24,1,50,1300000
7794281,1,2,27,1,50,1870000
7794281,1,3,7,1,50,NA
7794281,1,4,6,1,50,NA
7794281,1,5,2,1,50,NA
7794282,1,1,78,1,50,NA
7794282,1,2,56,1,50,NA
7794282,1,3,50,1,50,NA
7794283,1,1,65,1,50,450000
7794284,1,1,47,1,50,NA
7794285,1,1,49,1,50,800000
7794285,1,2,50,1,50,1300000
7794285,1,3,25,1,50,NA
7794285,1,4,20,1,50,NA
7794285,1,5,8,1,50,NA
7794286,1,1,37,1,50,NA
7794286,1,2,39,1,50,5000000
7794286,1,3,8,1,50,NA
7794286,1,4,2,1,50,NA
7794287,1,1,40,1,50,5000000
7794287,1,2,14,1,50,NA
7794287,1,3,42,1,50,1000000
7794288,1,1,48,1,50,6550000
7794288,1,2,45,1,50,2500000
7794288,1,3,20,1,50,1500000
7794288,1,4,8,1,50,NA
7794289,1,1,39,1,50,15000000
7794289,1,2,21,1,50,8000000
7794289,1,3,17,1,50,NA
7794290,1,1,31,1,50,300000
7794290,1,2,6,1,50,NA
7794290,1,3,2,1,50,NA
7794291,1,1,58,1,50,1000000
7794291,1,2,21,1,50,1200000
7794291,1,3,3,1,50,NA
7794292,1,1,34,1,50,1300000
7794292,1,2,30,1,50,300000
7794292,1,3,8,1,50,NA
7794292,1,4,4,1,50,NA
7794292,1,5,2,1,50,NA
7794293,1,1,54,1,50,1300000
7794293,1,2,59,1,50,250000
7794294,1,1,64,1,50,NA
7794295,1,1,21,1,50,600000
7794295,1,2,5,1,50,NA
7794296,1,1,23,1,50,NA
7794297,1,1,24,1,50,900000
7794298,1,1,27,1,50,1500000
7794298,1,2,18,1,50,NA
7794298,1,3,2,1,50,NA
7794299,1,1,42,1,50,1000000
7794299,1,2,11,1,50,NA
7794300,1,1,26,1,50,1200000
7794300,1,2,40,1,50,NA
7794300,1,3,10,1,50,NA
7794301,1,1,35,1,50,1400000
